,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0,0.0,1.6703401,1.202837,1.1976719,2.0665257,2.0194337,1.3489093,1.2836126,1.3506087,1.2632941,1.426888,1.7963997,1.0124158,1.6914183,1.3571848,1.4052345,0.94527686,1.8389629,0.9982859,1.230787,1.2039713,0.87797695,0.60786813,0.8976257,1.7741951,2.162703,1.6317776,1.6780955,1.847273,2.146173,1.7634497,1.8673044,2.6952758,2.6436822,2.4291272,1.9858787,2.5060835,2.7527866,2.2164667,2.310437,1.6432511,1.9789447,1.8436065,1.9107997,2.025381,2.1194818,2.0474555,2.4865065,2.3952572,3.218463,1.3362557,1.6708131,1.2163265,1.7260326,1.6388154,1.629398,1.3913968,1.57499,2.368864,1.7436732,2.385874,2.283574,2.4442227,2.2382278,0.93083256,1.0553057,1.4740295,1.6812441,2.0982716,1.977289,2.2902825,1.9644412,2.3731706,2.4275699,2.2702951,1.9848709,1.3740271,1.7635604,1.5893598,1.533375,2.214849,2.5162358,2.3309143,2.3947003,2.4759924,2.6267593,2.28867,2.2609832,1.7350209,1.8687325,2.0717332,2.2797618,2.2893121,1.8108915,2.4240785,1.8218478,2.9035335,2.566819,2.053073,2.1505167,2.5489178,1.7211623,2.4484522,2.776686,2.0173693,1.7139304,2.878529,2.7508764,2.7189686,2.7801716,2.7607687,2.535916,2.9111722,2.9578004,2.7838626,2.4641085,3.005914,2.5403428,2.402596,3.0305274,2.1435816,2.0189362,2.1348383,2.276111,1.8850139,1.8925039,1.6285111,1.0142552
1,1.6703401,0.0,2.3210428,2.317083,2.8687513,2.7454972,2.1098967,2.1493967,2.0290282,1.8608913,2.0310268,2.3054118,1.8116587,2.2335997,1.8910223,1.9695652,1.7848701,2.346248,1.8259257,1.9827605,1.9675967,1.7823948,1.6361866,1.7807978,2.4098086,3.197818,2.2845767,2.3211343,2.468429,2.796331,2.4130917,2.4600303,3.1798382,3.1284869,1.9258338,2.5635285,2.896109,3.1465042,2.6999607,2.7893634,2.205409,2.485141,2.4397218,2.4941638,2.5684025,2.654666,2.58157,2.864218,3.3869565,3.9630997,2.042413,2.2675211,1.9490567,2.241187,2.2247524,2.19981,2.0631356,2.194503,2.9025729,2.385175,3.0184221,2.8574595,2.9900901,2.8272784,1.6609726,1.657589,1.6877303,1.8781945,2.4842901,2.446679,2.7257864,2.4973788,2.9227283,2.8128679,2.6289966,3.1244266,1.9853935,2.2644262,2.1783135,2.23863,2.6176069,2.8227408,2.7928276,3.3537776,2.8931887,3.0960786,2.797818,2.7831721,2.1658745,2.2226734,2.3921454,2.6254518,2.6636758,2.3004308,2.7332394,2.4371428,2.3906817,2.0742998,2.9603515,2.9330132,2.954028,2.279277,2.9017375,3.1971846,2.4910324,2.330898,2.2891073,2.1979203,2.1530356,2.2365797,2.183113,1.8076365,3.7697232,3.8128884,3.2043455,2.9757843,3.3747168,3.0254931,3.3725379,3.8375154,2.732118,2.6876104,2.701515,2.802272,2.4026542,2.4040318,2.265015,1.8568828
2,1.202837,2.3210428,0.0,0.12431342,1.9268014,2.1224966,1.6008991,1.4520696,1.1175548,1.6804136,1.8162833,1.6139687,1.7970297,2.0884876,1.3556209,1.2451342,1.6122692,2.11631,1.5394791,1.6323528,1.1171589,1.2613676,1.0254949,0.97753096,1.5474732,1.7149979,1.4345884,1.4586862,1.6360712,1.8593161,1.626716,1.7261525,2.7243738,2.6762908,2.7219844,2.06632,2.8821046,2.5994031,2.4850013,2.5828724,1.4976667,1.7137467,1.9758831,2.0176115,1.5625533,1.6512846,1.6836783,2.2253718,2.1342516,3.0509067,1.94715,1.6446434,1.7755617,1.6893874,1.6001008,1.4843236,1.9858873,1.9443932,2.593867,1.9620622,2.649516,2.5984178,2.6416583,2.4569526,1.6218791,1.7173074,1.3709136,1.4999062,1.8903489,1.7993138,2.2885535,1.8296813,1.9677192,2.105783,2.0325785,2.1458094,2.2430234,2.4751391,2.2304118,2.200975,2.67688,2.1755152,2.625477,2.68839,2.767647,2.9957438,2.6396523,2.6161742,1.6662444,1.7767539,1.7292252,1.9736506,2.0084157,1.9679168,2.2445865,1.5286566,2.9995534,3.1911175,1.7642139,1.9191818,2.2542527,1.3321726,2.0140781,2.383262,1.6903821,2.119718,2.8963737,2.7668812,2.5656557,3.1116552,2.904788,2.647457,2.973331,3.0115144,3.0556583,1.9623522,2.842768,2.384773,2.030821,2.7896538,2.5225196,2.4360712,2.47381,2.5938647,1.5257069,1.5499344,2.106432,1.8502197
3,1.1976719,2.317083,0.12431342,0.0,1.926369,2.080606,1.5844171,1.4203286,1.098451,1.6512309,1.7973064,1.5967791,1.8015488,2.0664027,1.3506608,1.2290112,1.6080596,2.0933187,1.5335318,1.6257964,1.0967395,1.2572435,1.0080435,0.95716363,1.5165626,1.6621912,1.3883979,1.4260567,1.579701,1.814643,1.5727159,1.6823483,2.7109475,2.6782372,2.7219594,2.06203,2.8627298,2.5940113,2.4646602,2.5700004,1.4576077,1.6690845,1.9618305,2.0094802,1.56067,1.6402711,1.6758527,2.1863585,2.1299076,3.0303774,1.9368879,1.6325773,1.7704878,1.6644813,1.5931659,1.4827008,1.9987388,1.9632043,2.5865142,1.985695,2.6627634,2.592365,2.6533008,2.4471703,1.6162609,1.7004546,1.3421329,1.5113462,1.8649176,1.7764161,2.2819805,1.7981588,1.9677604,2.1066327,2.01131,2.1304812,2.222624,2.4540002,2.234144,2.2005641,2.6789303,2.177058,2.6375833,2.704169,2.7703285,2.98606,2.6308787,2.6324449,1.6298151,1.7414495,1.6997498,1.9603504,1.9830525,1.9371256,2.2014816,1.5099684,2.9662104,3.168498,1.7038435,1.8575102,2.2267177,1.3018501,2.0244153,2.4006798,1.7062646,2.1254804,2.8808794,2.7535324,2.5526192,3.0943913,2.8603945,2.6329286,2.9541907,2.989181,3.0389507,1.935876,2.823586,2.3570328,2.0038385,2.7652555,2.4898822,2.399669,2.4616673,2.5836453,1.5203362,1.5414453,2.0973017,1.8511649
4,2.0665257,2.8687513,1.9268014,1.926369,0.0,1.5829259,1.4201034,1.3494239,2.5117188,2.0725703,2.6336808,2.2274044,2.4402108,2.8299854,2.466545,1.9215705,2.2106042,2.2640562,1.9086217,1.5477692,2.1283937,1.9455916,1.9182938,1.6733159,2.5321212,2.4938805,2.3337114,2.474069,2.4517446,2.231184,2.4341056,2.49648,2.026123,2.6886952,2.6799264,2.0589225,3.090077,3.1431813,2.743501,2.8649015,2.2381866,2.060893,1.942025,1.976617,2.077362,2.0780892,1.9906789,2.255815,2.994248,3.5813556,2.5141878,2.6206474,2.469858,2.7987654,2.4021733,2.5883205,2.553473,2.166307,2.4781885,2.050061,2.194577,2.1177745,2.2847533,2.0983822,2.3130536,2.4134076,2.4456232,2.5772839,2.7964046,2.71437,2.8836293,2.593224,2.0378253,2.288469,2.2096784,2.5583923,2.7517986,2.9287596,2.7455773,2.725967,3.0360239,2.3556652,2.509966,3.3646867,2.4977782,3.2837195,2.2310927,2.1931224,2.7758622,2.798306,1.9914206,2.2502956,2.4560964,1.8355416,2.414003,1.5959377,2.9489422,2.7465901,1.8152536,1.9290516,1.8980476,1.4216626,2.1111724,2.5849059,1.8492246,1.7901022,2.863979,2.7057178,3.1497889,2.788092,3.3216314,3.0936403,2.7108028,2.754949,2.7850447,2.2388544,2.818255,2.3902626,2.2573032,2.819891,1.7980037,2.8748603,1.8836008,1.8118263,2.357058,2.3977547,2.215612,1.8344176
5,2.0194337,2.7454972,2.1224966,2.080606,1.5829259,0.0,1.3523647,1.1584996,2.4575224,1.8086758,2.3423264,1.9712383,2.369777,2.8471346,2.6716766,1.8878937,2.1536224,1.7336056,1.9348866,1.5950807,1.7479783,1.681061,1.9092039,1.6895806,2.3364518,2.283606,2.1659303,2.275105,2.2993362,2.4317734,2.2320366,2.326641,2.5360706,3.1580086,2.7562706,2.2146614,3.072987,3.2708695,2.7897978,2.8870974,2.32595,2.0940652,2.4924724,2.5282388,2.6967587,2.254347,2.641318,2.1194239,3.2047708,3.6678212,2.6757202,2.8658457,2.453688,2.8607533,2.632092,2.645008,2.7429373,2.7462144,2.9030957,2.3036885,2.8684685,2.6595566,2.898734,2.6680903,2.3676786,2.2858155,2.4263136,2.5274456,2.9664888,2.7973402,3.0146663,2.75155,2.5301907,2.7140129,2.232354,2.6424112,2.4663136,2.5457766,2.5537977,2.5707939,2.8329263,2.1530483,2.4876823,3.332948,2.423616,3.2785304,2.1303637,2.353495,2.851812,2.8677678,1.9250276,2.177667,2.0027685,1.6285691,2.242551,1.670788,2.9892056,2.7047775,1.7708541,1.8486022,1.9889767,1.5824441,2.2388923,2.557678,2.273456,2.100784,2.932227,2.8027344,3.3021848,2.6546943,3.2472281,3.2171304,2.691568,2.6858485,2.6323636,2.102522,2.5669563,2.2051144,2.0654292,2.7167892,1.8283119,2.451954,1.727621,1.9132904,2.3875055,2.4010394,2.206048,2.0734823
6,1.3489093,2.1098967,1.6008991,1.5844171,1.4201034,1.3523647,0.0,0.48237965,1.9654301,1.2202088,1.980578,1.7267977,1.9148018,2.403488,1.8654795,1.28071,1.5003433,1.6960499,1.2048094,0.9216975,1.5733244,1.3905002,1.1280181,0.9054469,1.9294534,2.1557388,1.8075187,1.8686688,2.0258985,2.3008964,1.9766635,2.0577505,2.1366322,2.7927988,2.5073328,2.0919552,2.6984708,2.9103613,2.3941357,2.5137908,1.7246195,1.5110074,1.8429596,1.894652,2.1277425,2.1670234,2.1584046,2.0232937,2.813744,3.347712,1.9884796,2.2167716,1.8397298,2.3121467,1.9741755,2.0703163,2.0843978,2.182319,2.538597,2.2077575,2.4054453,2.2429104,2.4571974,2.2304382,1.6160096,1.6300008,1.8880059,2.1176736,2.4646518,2.4251237,2.812873,2.441128,2.133803,2.1729274,1.9541963,2.3560324,1.9809496,2.168059,1.8588675,1.9141111,2.533972,2.0780172,2.1294186,2.883592,2.0613325,3.0168793,1.9290737,1.9281868,2.2601044,2.2696793,1.4315795,1.7561712,2.023222,1.215859,1.8774186,1.3674889,2.5318089,2.236863,1.6671932,1.7622906,1.6963995,0.9985401,2.085849,2.5201628,1.6290724,1.3686161,2.453295,2.3046346,2.8944366,2.406646,2.9431102,2.7532268,2.631739,2.6675406,2.4571073,2.0231075,2.7259,2.11852,2.0015624,2.689447,1.6950182,2.5146081,1.6168799,1.7529523,1.9337027,1.9228544,1.7505659,1.3935739
7,1.2836126,2.1493967,1.4520696,1.4203286,1.3494239,1.1584996,0.48237965,0.0,1.8338437,1.2023427,1.7902098,1.5354272,1.8719487,2.254416,1.8194937,1.2614293,1.5147384,1.6056153,1.1881661,0.9419163,1.4501389,1.3478979,1.0687248,0.85173017,1.8221387,1.9805229,1.6423889,1.7490141,1.8627164,2.1153302,1.8223059,1.9166843,2.0396016,2.5856893,2.4202042,1.888159,2.6026535,2.807087,2.2860248,2.3997192,1.6422247,1.4314278,1.6780936,1.725175,1.945802,1.9656717,2.015174,1.8598716,2.6659207,3.2695942,1.9321637,2.1687205,1.6826684,2.191821,1.932342,1.9542309,2.0189002,2.0492826,2.3981328,2.1086543,2.3806493,2.1975024,2.4316876,2.1730938,1.5658972,1.5381842,1.767051,2.0404446,2.3326645,2.257813,2.6901062,2.2759728,2.0099366,2.0749733,1.8532289,2.195894,1.9470227,2.1064723,1.8428421,1.8959975,2.4347284,1.9850128,1.9999236,2.7252238,2.0188515,2.8355966,1.8390702,1.9438882,2.211354,2.2267902,1.4020579,1.7400862,1.9731855,1.1733896,1.8292583,1.3332765,2.6628044,2.3600533,1.556042,1.6677873,1.7108856,1.0018942,1.9099202,2.3127806,1.7210468,1.4799699,2.5535047,2.4254751,2.8518083,2.3697982,2.8901062,2.7338495,2.543632,2.562337,2.4464793,1.9471521,2.6734364,2.0495832,1.8772337,2.6045556,1.5926127,2.389218,1.511224,1.6896123,1.8112494,1.8124865,1.6097938,1.4041994
8,1.3506087,2.0290282,1.1175548,1.098451,2.5117188,2.4575224,1.9654301,1.8338437,0.0,1.3783982,1.3146484,1.3671557,1.478345,1.8293136,0.87032306,1.1614093,1.2732558,1.9023603,1.322281,1.6164378,1.1462278,1.3828386,1.0786345,1.2320522,1.4944944,1.6575319,1.3235035,1.3192838,1.1603129,1.623018,1.1827575,1.3117421,2.7883284,2.6164618,2.419485,2.0037265,2.2427814,2.0029428,1.8836993,1.986474,1.0721612,1.6142249,1.8272854,1.8843116,1.4428303,1.5598197,1.4734516,2.102589,1.9975191,2.530017,1.8613409,1.6019971,1.6120856,1.4616907,1.673387,1.3341027,1.6466379,1.9571332,2.3837612,2.0764742,2.610343,2.4798057,2.5453517,2.3223474,1.4845026,1.4627341,1.0600249,1.3889513,1.5882659,1.4999523,1.9880284,1.6078076,1.9969289,2.0685897,2.0649462,2.155128,1.7493101,1.8744618,2.1395838,2.1579895,2.5650208,2.3535068,2.7097936,2.6640127,2.7174094,2.8259637,2.5802286,2.6713033,1.1517563,1.2758689,1.72666,1.9840795,1.9214853,1.8969256,2.1981432,1.601826,2.892926,3.038178,2.130465,2.0327668,2.3524752,1.7363367,2.211282,2.4377093,1.8205326,2.2116034,2.6999927,2.6434927,2.1246562,2.8453388,2.4223602,2.1992671,2.8298278,2.8446915,2.7364292,2.2522018,2.5633342,2.218703,2.2757928,2.628943,2.6649628,2.324999,2.5298173,2.652103,1.5209467,1.5365981,2.1284401,1.937463
9,1.2632941,1.8608913,1.6804136,1.6512309,2.0725703,1.8086758,1.2202088,1.2023427,1.3783982,0.0,1.2326367,1.1593282,1.4838485,2.1566083,1.3958753,0.9458969,0.88338405,1.735979,0.95753723,0.93022674,1.3428891,1.248234,0.894195,0.87885,1.617782,1.8997414,1.4409008,1.4726814,1.3549331,1.8048973,1.3358641,1.4197046,2.3727953,2.6927361,2.261605,1.9420259,2.0056937,2.3837361,1.7534258,1.9123815,1.3991101,1.4499913,1.6242311,1.6643678,1.9680624,1.9431404,1.9067489,1.8701944,2.6704288,3.00487,2.0115757,2.2604241,1.7130247,2.2254364,2.144235,1.9932851,1.8184519,2.1761625,2.5602536,2.25475,2.396144,2.1529217,2.4191465,2.12142,1.5143824,1.4292086,1.6794124,2.0316036,2.179688,2.1373703,2.5298462,2.1762094,2.0328038,2.03636,2.0191967,2.1814902,1.5239552,1.5600698,1.7819041,1.9819763,2.4319112,2.243183,2.2171383,2.7839303,2.0533543,2.8091056,1.8934125,2.068714,1.8666488,1.9539274,1.430929,1.8518858,1.6832567,1.1059302,1.8119676,1.4496564,2.6062658,2.2949507,2.0419858,1.893389,2.1358356,1.4815532,2.2459471,2.5734375,1.5518371,1.3001944,2.3460062,2.2781312,2.5934596,2.1435053,2.6579628,2.442549,2.2995844,2.3059938,2.0079224,2.2357578,2.3375888,1.8262506,2.0780556,2.3522065,1.8488176,2.3381963,1.6157719,1.7255821,1.8357158,1.8281176,1.6644788,1.5163695
